task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recall,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,34,0.70412624,1,"[15.992396354675293, 19.44109535217285, 15.016213417053223]","[-2.7561895847320557, 15.288959503173828, 2.3858234882354736]",2,[13.386314392089844],[-0.3046531677246094],-0.06461974,-2.748507,correct,True,-0.19385922,-2.748507,correct,True,-0.14242256,-2.748507,correct,True,0.85992396,4481,"[0.3847143352031708, 14.458295822143555, 13.255985260009766]","[1.4517699480056763, 12.272621154785156, 2.688145875930786]",779,[2.1396751403808594],[0.1633501499891281],-4.9958863,-12.903184,correct,True,-14.987659,-12.903184,intuitive,False,-14.658145,-12.903184,intuitive,False,The capital
capitals-recall,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,35,1.211802,1,"[15.163235664367676, 22.333887100219727, 15.06787395477295]","[15.351446151733398, 3.9122579097747803, 26.41419792175293]",2,[13.00770092010498],[4.400852680206299],-0.10355211,-2.4276643,correct,True,-0.31065634,-2.4276643,correct,True,-0.2721306,-2.4276643,correct,True,0.79906625,3716,"[0.5747142434120178, 16.494260787963867, 13.465129852294922]","[2.3234713077545166, 3.7911972999572754, 25.734039306640625]",852,[2.1170477867126465],[2.076550006866455],-4.925396,-13.0641,correct,True,-14.776188,-13.0641,intuitive,False,-14.606434,-13.0641,intuitive,False,The capital
capitals-recall,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,36,0.3706097,1,"[17.06938934326172, 22.02761459350586, 21.26656723022461]","[2.3885562419891357, 3.6997783184051514, 2.0680577754974365]",2,[12.93922233581543],[-0.8860070109367371],-0.019179365,-4.1855145,correct,True,-0.057538092,-4.1855145,correct,True,-0.05534384,-4.1855145,correct,True,1.3316365,2608,"[0.9112947583198547, 16.60273551940918, 19.08247184753418]","[2.2228338718414307, 4.925458908081055, 2.1576404571533203]",685,[2.3592679500579834],[-0.8788350820541382],-4.5304885,-12.126928,correct,True,-13.591465,-12.126928,intuitive,False,-13.574902,-12.126928,intuitive,False,The capital
capitals-recall,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,37,0.84737813,1,"[16.464448928833008, 21.900367736816406, 20.65510368347168]","[5.825991153717041, 7.919693470001221, 4.345724105834961]",5,[11.928082466125488],[6.190299987792969],-0.04820545,-4.6800175,correct,True,-0.14461635,-4.6800175,correct,True,-0.14364599,-4.6800175,correct,True,1.3600236,2049,"[1.256460189819336, 16.822080612182617, 18.87737274169922]","[3.572087526321411, 4.409947395324707, 4.354109764099121]",1002,[2.106320858001709],[1.7753015756607056],-4.487934,-12.6035185,correct,True,-13.463802,-12.6035185,intuitive,False,-13.453379,-12.6035185,intuitive,False,The capital
capitals-recall,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,38,1.8171947,1,"[16.6522274017334, 23.092571258544922, 20.537580490112305]","[6.248760223388672, 5.659344673156738, 13.921138763427734]",9,[12.597265243530273],[5.940385341644287],-0.15929252,-4.5320706,correct,True,-0.47787756,-4.5320706,correct,True,-0.47710583,-4.5320706,correct,True,1.5305156,1723,"[2.052311420440674, 17.00406837463379, 19.065773010253906]","[3.735933780670166, 4.4260783195495605, 13.968149185180664]",1346,[2.4058990478515625],[5.676520824432373],-4.355763,-12.703283,correct,True,-13.067288,-12.703283,intuitive,False,-13.056871,-12.703283,intuitive,False,The capital
capitals-recall,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,39,3.4681082,1,"[15.753744125366211, 20.60828971862793, 22.23777961730957]",,11,[12.549193382263184],,-0.38978624,-4.371291,correct,True,-1.1693587,-4.371291,correct,True,-1.1667401,-4.371291,correct,True,2.6219797,1755,"[3.716824531555176, 17.372556686401367, 21.80722427368164]",,669,[5.006731986999512],,-3.95871,-10.551209,correct,True,-11.87613,-10.551209,intuitive,False,-11.841117,-10.551209,intuitive,False,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,6.455121,16064,"[-0.290299654006958, 3.5633654594421387]","[-1.2328035831451416, 1.7719824314117432]",7656,"[0.5042107701301575, 1.9092437028884888, 3.4998209476470947]","[-2.6409316062927246, 2.3058831691741943, 6.616128921508789]",-9.298796,-9.199693,intuitive,False,-18.597591,-27.59908,correct,True,-11.607667,-10.813159,intuitive,False,8.823871,27529,"[-1.2086498737335205, 3.2319719791412354]","[-1.1408251523971558, 1.7542980909347534]",26744,"[-1.0616449117660522, 1.765056848526001, 3.496732234954834]","[-0.6839068531990051, 1.5291340351104736, 6.541414737701416]",-10.269835,-10.040411,intuitive,False,-20.53967,-30.121233,correct,True,-13.103893,-12.956888,intuitive,False,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,5.133172,19024,"[-0.8470763564109802, 3.47578501701355]","[-0.6471157670021057, 1.9424865245819092]",20231,"[-0.9701995253562927, 2.5239083766937256, 6.60152006149292]","[-2.158663511276245, 3.451620101928711, 2.6154654026031494]",-9.799655,-8.665485,intuitive,False,-19.59931,-25.996456,correct,True,-12.310419,-12.433544,correct,True,8.450949,26391,"[-1.4317513704299927, 3.3503172397613525]","[2.523740530014038, 1.3175016641616821]",24181,"[-1.072420358657837, 2.066194772720337, 6.639853477478027]","[1.057908058166504, 1.2052024602890015, 2.915687084197998]",-10.260599,-8.907681,intuitive,False,-20.521198,-26.723045,correct,True,-12.974354,-12.615023,intuitive,False,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,9.228785,20514,"[-0.9071261286735535, 3.4984116554260254]","[0.057711247354745865, 2.4492480754852295]",27850,"[-1.8244638442993164, 3.5795438289642334, 5.959240436553955]","[2.504628896713257, 3.9121785163879395, 7.041752815246582]",-9.809794,-8.298277,intuitive,False,-19.619589,-24.89483,correct,True,-11.626749,-12.544086,correct,True,8.443717,18156,"[0.2551320195198059, 3.1127021312713623]","[0.7339838147163391, 1.7815104722976685]",22131,"[-0.22239653766155243, 2.0797181129455566, 6.253536701202393]","[1.582741379737854, 1.5727174282073975, 7.03559684753418]",-10.181088,-8.804539,intuitive,False,-20.362177,-26.413616,correct,True,-11.859131,-12.336659,correct,True,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,9.419469,22339,"[-0.6080930829048157, 3.814716100692749]","[-0.17410345375537872, 5.266066074371338]",14799,"[0.16165533661842346, 4.8602752685546875, 8.462594032287598]","[-0.8186147809028625, -0.5198413729667664, 7.9290924072265625]",-9.938954,-6.485066,intuitive,False,-19.877909,-19.455198,intuitive,False,-11.896594,-11.126845,intuitive,False,8.994111,16128,"[0.5606635808944702, 3.2902181148529053]","[1.123860478401184, 3.5083515644073486]",15284,"[0.654481053352356, 2.4825327396392822, 8.807175636291504]","[1.921444296836853, 0.9265925288200378, 8.116519927978516]",-9.797652,-7.3921123,intuitive,False,-19.595304,-22.176336,correct,True,-11.52984,-11.436024,intuitive,False,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,9.226268,20662,"[-0.5650386214256287, 5.616086483001709]","[-0.3649618625640869, 2.634843587875366]",18870,"[-0.3659156262874603, 3.623494863510132, 10.725250244140625]","[-0.26010861992836, 0.6886053085327148, 0.9252666234970093]",-9.051495,-6.6641374,intuitive,False,-18.10299,-19.992413,correct,True,-11.896971,-11.697847,intuitive,False,8.756826,11612,"[0.9507493376731873, 4.395848274230957]","[2.129962921142578, 4.080255508422852]",7988,"[1.3833420276641846, 2.493342399597168, 11.275242805480957]","[0.2925764322280884, 1.0895214080810547, 1.5449377298355103]",-9.040191,-6.6013856,intuitive,False,-18.080381,-19.804157,correct,True,-11.023279,-10.590687,intuitive,False,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,8.958473,18731,"[-0.634556770324707, 5.937943458557129]","[-1.1568398475646973, 1.2256534099578857]",16938,"[-0.426443487405777, 3.4095284938812256, 9.508270263671875]","[2.921738862991333, 2.798151731491089, 2.6742146015167236]",-8.920145,-7.0678763,intuitive,False,-17.84029,-21.203629,correct,True,-11.930152,-11.722038,intuitive,False,8.708358,5756,"[1.7183129787445068, 5.598597526550293]","[0.6339555382728577, 2.8886215686798096]",8626,"[1.290732979774475, 2.644789695739746, 10.112046241760254]","[-0.4826549291610718, 2.321038246154785, 1.3675785064697266]",-8.218971,-7.0014114,intuitive,False,-16.437943,-21.004234,correct,True,-10.293892,-10.721473,correct,True,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,9.068305,25219,"[-1.1602669954299927, 5.418488502502441]","[2.4321911334991455, 3.0682904720306396]",6858,"[1.1447498798370361, 4.157058238983154, 9.462648391723633]","[0.9983457922935486, 2.793823003768921, 3.497769594192505]",-9.596355,-6.449679,intuitive,False,-19.19271,-19.349037,correct,True,-12.716484,-10.411468,intuitive,False,8.24922,7915,"[1.6479064226150513, 5.910123348236084]","[1.8164167404174805, 1.842536211013794]",14726,"[0.8123317956924438, 3.2277002334594727, 9.348745346069336]","[2.6724894046783447, -0.043108947575092316, 3.0786776542663574]",-8.224699,-7.215344,intuitive,False,-16.449398,-21.646032,correct,True,-10.750639,-11.586212,correct,True,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,8.747536,13956,"[0.11653749644756317, 5.844303131103516]","[3.1369011402130127, 3.9886021614074707]",4359,"[1.5062263011932373, 4.804173469543457, 9.842630386352539]","[-0.8840771913528442, -0.967228353023529, 1.0109708309173584]",-8.917874,-6.0683436,intuitive,False,-17.835749,-18.20503,correct,True,-11.432553,-10.042864,intuitive,False,8.592886,4811,"[2.17404842376709, 5.8725996017456055]","[-2.84232497215271, 3.7910659313201904]",6976,"[1.79641592502594, 2.6408913135528564, 9.65017032623291]","[1.095424771308899, -1.5342081785202026, 2.8956568241119385]",-8.140823,-7.2211857,intuitive,False,-16.281647,-21.663557,correct,True,-10.141182,-10.518815,correct,True,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,8.955633,3015,"[1.6702464818954468, 6.847346782684326]","[-2.3153157234191895, 2.19472336769104]",6758,"[0.886228621006012, 3.9758810997009277, 9.355647087097168]","[-0.5192803144454956, 2.0052874088287354, -0.2951942980289459]",-7.7260017,-6.4731517,intuitive,False,-15.4520035,-19.419455,correct,True,-9.6622505,-10.446268,correct,True,8.913144,10732,"[0.8595767021179199, 6.829303741455078]","[0.591691255569458, 2.3964743614196777]",3561,"[1.989297866821289, 1.8264182806015015, 9.906636238098145]","[-0.9571952819824219, -0.14916515350341797, 0.006584626156836748]",-8.079319,-7.135475,intuitive,False,-16.158638,-21.406425,correct,True,-10.935517,-9.805797,intuitive,False,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,9.073067,9135,"[0.5326160788536072, 6.866528511047363]","[-1.8577022552490234, -0.7045059204101562]",8712,"[0.5880442261695862, 4.26435661315918, 8.56038761138916]","[1.3704822063446045, 1.9926440715789795, 1.9702136516571045]",-8.145392,-6.644657,intuitive,False,-16.290785,-19.933971,correct,True,-10.724482,-10.669054,intuitive,False,8.826144,10798,"[0.9710267782211304, 6.937555313110352]","[-1.8768004179000854, 0.8485737442970276]",7243,"[1.4406875371932983, 1.6078380346298218, 9.064727783203125]","[-2.3293533325195312, 0.289701372385025, 0.9984915852546692]",-8.183477,-7.7089667,intuitive,False,-16.366955,-23.1269,correct,True,-10.946605,-10.476944,intuitive,False,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,8.835642,14098,"[-0.2919480800628662, 6.087231636047363]","[1.0175707340240479, 2.215576648712158]",4325,"[1.1180920600891113, 4.684537410736084, 8.684473991394043]","[2.7024340629577637, 1.5148439407348633, 5.004955768585205]",-8.884036,-6.2340508,intuitive,False,-17.768072,-18.702152,correct,True,-11.397003,-9.986963,intuitive,False,8.496716,13754,"[0.24841567873954773, 6.7890729904174805]","[3.6066324710845947, 3.921508312225342]",11309,"[0.5247302055358887, 1.5856670141220093, 9.18066692352295]","[0.5017163753509521, 2.367617607116699, 4.850378513336182]",-8.481813,-7.8462925,intuitive,False,-16.963627,-23.538877,correct,True,-11.344474,-11.068159,intuitive,False,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,8.898184,13005,"[0.13094818592071533, 6.482930660247803]","[-0.40968382358551025, 4.691457271575928]",1764,"[2.1514029502868652, 4.77620267868042, 10.002233505249023]","[-1.4037017822265625, 1.6366963386535645, 7.221628665924072]",-8.825031,-5.76547,intuitive,False,-17.650063,-17.29641,intuitive,False,-11.235813,-9.215359,intuitive,False,8.677572,6291,"[1.406195878982544, 7.748627662658691]","[1.0207301378250122, 4.0148444175720215]",11870,"[0.6559561491012573, 2.4765255451202393, 10.338061332702637]","[1.4088969230651855, 0.385755330324173, 9.636271476745605]",-7.5537825,-7.1979995,intuitive,False,-15.107565,-21.593998,correct,True,-10.358174,-11.108414,correct,True,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,8.829837,13794,"[-0.0376703180372715, 7.502985000610352]","[1.2464615106582642, 0.6880906820297241]",3689,"[1.4561306238174438, 4.887540817260742, 11.854264259338379]","[1.6497249603271484, -0.00524090975522995, 2.8943355083465576]",-8.441383,-5.6895947,intuitive,False,-16.882767,-17.068785,correct,True,-11.355552,-9.86175,intuitive,False,8.112896,5078,"[1.608256220817566, 8.359583854675293]","[0.5552172660827637, 0.9133994579315186]",8533,"[1.0733445882797241, 2.397876501083374, 12.928250312805176]","[-0.6607258915901184, 0.08436302840709686, 5.338610649108887]",-7.1881714,-6.7354035,intuitive,False,-14.376343,-20.206211,correct,True,-10.271497,-10.806409,correct,True,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,8.056218,9848,"[0.46100348234176636, 7.294302940368652]","[1.5425420999526978, 0.8440269231796265]",2007,"[1.9996542930603027, 4.511383056640625, 11.943201065063477]","[2.7870779037475586, 0.6397479772567749, -1.9186702966690063]",-8.186784,-5.5716877,intuitive,False,-16.373568,-16.715063,correct,True,-11.036677,-9.498026,intuitive,False,8.418892,4611,"[1.6500630378723145, 7.998034954071045]","[1.158486247062683, 1.1809927225112915]",10841,"[0.7427230477333069, 2.24361515045166, 13.801042556762695]","[-0.3040700852870941, 2.6521644592285156, 2.327568292617798]",-7.474576,-6.818727,intuitive,False,-14.949152,-20.45618,correct,True,-10.11932,-11.02666,correct,True,The capital
capitals-recall,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,8.543071,5861,"[1.0849943161010742, 7.1361236572265625]","[-0.9939345717430115, 3.347074031829834]",522,"[2.9980082511901855, 4.386967658996582, 10.716036796569824]","[-0.8082411289215088, 0.5529491305351257, 10.895220756530762]",-7.6658745,-5.4734173,intuitive,False,-15.331749,-16.420252,correct,True,-10.387049,-8.474033,intuitive,False,7.8743043,2939,"[1.886196494102478, 7.686714172363281]","[-0.542775571346283, 4.760613441467285]",11046,"[0.5963533520698547, 2.9669535160064697, 13.469748497009277]","[-0.07877932488918304, 2.306974172592163, 11.598564147949219]",-7.2511063,-6.6127524,intuitive,False,-14.502213,-19.838257,correct,True,-9.866236,-11.156078,correct,True,The capital
