task,item_id,entity_type,entity,correct,incorrect,incorrect_2,question,prefix,population_correct,population_incorrect,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",37,0.3434409,3,[44.61036682128906],[-7.495651721954346],28,[30.349740982055664],[1.2144826650619507],-10.514934,-24.775558,correct,True,-10.514934,-24.775558,correct,True,-10.514934,-24.775558,correct,True,0.0059018806,210,[24.76881217956543],[7.065451622009277],3149,[17.20370101928711],[9.105488777160645],-28.682499,-36.247612,correct,True,-28.682499,-36.247612,correct,True,-28.682499,-36.247612,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",38,0.60813975,4,[40.5936164855957],[14.505667686462402],33,[29.345577239990234],[15.260122299194336],-14.083473,-25.331512,correct,True,-14.083473,-25.331512,correct,True,-14.083473,-25.331512,correct,True,0.78212696,177,[25.15778350830078],[-15.4943265914917],1921,[18.73622703552246],[-8.601338386535645],-18.444084,-24.86564,correct,True,-18.444084,-24.86564,correct,True,-18.444084,-24.86564,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",39,0.24207884,3,[40.30192565917969],[23.42942237854004],15,[30.584487915039062],[10.628345489501953],-8.2530985,-17.970537,correct,True,-8.2530985,-17.970537,correct,True,-8.2530985,-17.970537,correct,True,0.45259598,215,[18.796493530273438],[-13.158869743347168],1063,[14.904372215270996],[-5.092706203460693],-20.870398,-24.762518,correct,True,-20.870398,-24.762518,correct,True,-20.870398,-24.762518,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",40,0.79371405,2,[45.906124114990234],[24.06945037841797],11,[32.4025764465332],[14.705342292785645],-1.0948888,-14.598436,correct,True,-1.0948888,-14.598436,correct,True,-1.0948888,-14.598436,correct,True,0.008146568,551,[14.06160831451416],[3.354949474334717],742,[13.218636512756348],[4.52213716506958],-31.55468,-32.39765,correct,True,-31.55468,-32.39765,correct,True,-31.55468,-32.39765,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,correct_first,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",41,4.8343747e-05,1,[59.122737884521484],,6,[40.84061813354492],,-3.3378547e-06,-18.282124,correct,True,-3.3378547e-06,-18.282124,correct,True,-3.3378547e-06,-18.282124,correct,True,0.0021009753,630,[18.496578216552734],,669,[18.286884307861328],,-37.892155,-38.10185,correct,True,-37.892155,-38.10185,correct,True,-37.892155,-38.10185,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,5.178824999999999e-38,192796,[-9.763266563415527],[10.527222633361816],84834,[-2.3334529399871826],[-5.792939186096191],-186.28128,-178.85147,incorrect,False,-186.28128,-178.85147,incorrect,False,-186.28128,-178.85147,incorrect,False,2.5450215e-24,4287,[16.2946834564209],[7.732274532318115],41734,[8.270901679992676],[-5.498602390289307],-289.86685,-297.89062,correct,True,-289.86685,-297.89062,correct,True,-289.86685,-297.89062,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,1.089376e-19,230309,[-3.9397671222686768],[-7.513479232788086],242769,[-6.534692764282227],[-3.8232316970825195],-107.018364,-109.61329,correct,True,-107.018364,-109.61329,correct,True,-107.018364,-109.61329,correct,True,4.929412e-20,8509,[19.75285530090332],[-13.357739448547363],151182,[5.646831035614014],[-8.354472160339355],-257.82706,-271.9331,correct,True,-257.82706,-271.9331,correct,True,-257.82706,-271.9331,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,5.0132075e-14,221241,[-9.478565216064453],[-5.050427436828613],218352,[-9.14403247833252],[0.21765495836734772],-85.03931,-84.70477,incorrect,False,-85.03931,-84.70477,incorrect,False,-85.03931,-84.70477,incorrect,False,1.2502323e-18,12860,[13.25885009765625],[-5.80246639251709],150509,[1.8119244575500488],[-2.4163808822631836],-231.8599,-243.30682,correct,True,-231.8599,-243.30682,correct,True,-231.8599,-243.30682,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,1.7418951e-07,247317,[-13.876551628112793],[-0.7684508562088013],218759,[-9.042140007019043],[-0.34045225381851196],-72.61622,-67.78181,incorrect,False,-72.61622,-67.78181,incorrect,False,-72.61622,-67.78181,incorrect,False,1.8438959e-15,14251,[10.839900016784668],[-5.488920211791992],138858,[0.6343342065811157],[-2.3362884521484375],-215.95618,-226.16174,correct,True,-215.95618,-226.16174,correct,True,-215.95618,-226.16174,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,7.710888e-09,207555,[-14.087447166442871],[-5.969527721405029],147620,[-9.060444831848145],[-0.10837379842996597],-71.85671,-66.82971,incorrect,False,-71.85671,-66.82971,incorrect,False,-71.85671,-66.82971,incorrect,False,7.562976e-15,4276,[8.300872802734375],[-4.153830051422119],61178,[-0.5438578724861145],[0.46968355774879456],-189.6428,-198.48753,correct,True,-189.6428,-198.48753,correct,True,-189.6428,-198.48753,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,0.109781615,221709,[-17.14137840270996],[-3.188035249710083],111828,[-7.888578414916992],[-3.884523868560791],-64.004135,-54.751335,incorrect,False,-64.004135,-54.751335,incorrect,False,-64.004135,-54.751335,incorrect,False,5.161952e-12,4366,[4.396109580993652],[3.612393379211426],20861,[-0.1725418120622635],[6.431499481201172],-167.54729,-172.11594,correct,True,-167.54729,-172.11594,correct,True,-167.54729,-172.11594,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,0.08606485,220491,[-17.34425926208496],[-8.62390422821045],126018,[-9.413897514343262],[-3.3485069274902344],-58.273678,-50.343315,incorrect,False,-58.273678,-50.343315,incorrect,False,-58.273678,-50.343315,incorrect,False,3.3122444e-10,4472,[5.937777996063232],[-0.41476768255233765],14356,[2.655271291732788],[2.8253560066223145],-142.27469,-145.55719,correct,True,-142.27469,-145.55719,correct,True,-142.27469,-145.55719,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",7,0.0002631668,196795,[-21.48964500427246],[6.004323959350586],93458,[-10.890701293945312],[-2.0020947456359863],-71.36757,-60.768623,incorrect,False,-71.36757,-60.768623,incorrect,False,-71.36757,-60.768623,incorrect,False,5.773452e-10,1932,[5.235316753387451],[3.265880823135376],3675,[3.5992605686187744],[0.29634979367256165],-132.0193,-133.65536,correct,True,-132.0193,-133.65536,correct,True,-132.0193,-133.65536,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",8,4.9963226e-05,182788,[-18.212182998657227],[-5.214753150939941],115983,[-11.613906860351562],[-8.630226135253906],-69.06694,-62.468666,incorrect,False,-69.06694,-62.468666,incorrect,False,-69.06694,-62.468666,incorrect,False,6.707018e-08,1302,[6.171463966369629],[-1.1004650592803955],3497,[3.5659899711608887],[-9.602800369262695],-114.7691,-117.37457,correct,True,-114.7691,-117.37457,correct,True,-114.7691,-117.37457,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",9,0.00038239473,164645,[-18.72565269470215],[-4.096792697906494],122253,[-14.296638488769531],[1.9360243082046509],-66.79425,-62.36524,incorrect,False,-66.79425,-62.36524,incorrect,False,-66.79425,-62.36524,incorrect,False,9.2736605e-07,1697,[5.577441215515137],[4.14231014251709],13077,[0.36440104246139526],[6.711856365203857],-101.63808,-106.85111,correct,True,-101.63808,-106.85111,correct,True,-101.63808,-106.85111,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",10,0.00048981543,212473,[-20.04650115966797],[-1.9625149965286255],135677,[-12.432838439941406],[-7.7686333656311035],-59.39857,-51.78491,incorrect,False,-59.39857,-51.78491,incorrect,False,-59.39857,-51.78491,incorrect,False,6.845393e-06,862,[6.7947845458984375],[-9.442618370056152],4111,[3.1477670669555664],[-4.788119792938232],-84.19499,-87.84201,correct,True,-84.19499,-87.84201,correct,True,-84.19499,-87.84201,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",11,0.002578658,167112,[-18.453916549682617],[-7.739945888519287],131220,[-14.677494049072266],[1.9210792779922485],-59.640274,-55.863853,incorrect,False,-59.640274,-55.863853,incorrect,False,-59.640274,-55.863853,incorrect,False,0.00014504541,3124,[3.5030975341796875],[-6.678989887237549],6777,[1.4866926670074463],[-5.600948333740234],-78.47644,-80.49284,correct,True,-78.47644,-80.49284,correct,True,-78.47644,-80.49284,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",12,0.02098227,170506,[-20.997304916381836],[-4.108381748199463],102944,[-13.372697830200195],[4.81752872467041],-61.88732,-54.26272,incorrect,False,-61.88732,-54.26272,incorrect,False,-61.88732,-54.26272,incorrect,False,0.00014284535,5337,[1.4230562448501587],[-11.34786319732666],9464,[-0.1810297816991806],[-3.2140541076660156],-70.30353,-71.907616,correct,True,-70.30353,-71.907616,correct,True,-70.30353,-71.907616,correct,True,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",13,0.021911697,172447,[-21.43819808959961],[-1.1683647632598877],76677,[-10.525656700134277],[2.302469491958618],-60.276764,-49.364223,incorrect,False,-60.276764,-49.364223,incorrect,False,-60.276764,-49.364223,incorrect,False,0.0002382021,11957,[-1.5990370512008667],[3.698983907699585],9841,[-1.0259971618652344],[7.321324348449707],-68.441536,-67.8685,incorrect,False,-68.441536,-67.8685,incorrect,False,-68.441536,-67.8685,incorrect,False,The capital
capitals-recognition,1,country,Australia,Canberra,Sydney,Melbourne,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,intuitive_first,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",14,0.023340646,177542,[-19.545185089111328],[-3.094982862472534],70943,[-8.431400299072266],[-1.3455175161361694],-55.06318,-43.949394,incorrect,False,-55.06318,-43.949394,incorrect,False,-55.06318,-43.949394,incorrect,False,0.00041721502,10979,[-0.5929624438285828],[0.48454129695892334],6285,[0.9527424573898315],[-1.864868402481079],-63.498356,-61.95265,incorrect,False,-63.498356,-61.95265,incorrect,False,-63.498356,-61.95265,incorrect,False,The capital
